name,highway,lat,lon,length_m,n_nodes
龙园路,secondary,22.72947,114.25874,518.9,15
盛龙路,tertiary,22.72991,114.25131,1232.1,39
盛龙路,tertiary,22.73015,114.2519,1358.0,41
罗田路,secondary,22.55451,113.86635,100.6,5
龙岗同富路,tertiary,22.72344,114.30134,39.1,5
雅池路,tertiary,22.72122,114.29882,47.0,5
龙同线,tertiary,22.73562,114.29414,683.9,38
,tertiary,22.73456,114.29746,26.2,5
,tertiary,22.73445,114.29737,25.0,5
,tertiary,22.73457,114.29703,39.8,7
,tertiary,22.73469,114.29714,39.5,6
金龙路,tertiary,22.74038,114.20381,2886.8,152
兴东大街,tertiary,22.72937,114.2826,378.0,9
宝源南路,primary,22.56484,113.86852,48.3,4
同心路,tertiary,22.72114,114.30506,606.0,11
同心路,tertiary,22.71853,114.30208,73.2,5
园新路,tertiary,22.7169,114.30121,328.1,6
园新路,tertiary,22.71686,114.30126,325.4,6
金龙路,tertiary,22.74099,114.18294,2618.1,133
金龙路,tertiary,22.74085,114.1831,2621.8,128
埔仔路,tertiary,22.78253,114.3013,1588.0,38
埔仔路,tertiary,22.78251,114.30122,1584.9,40
振兴路,tertiary,22.78071,114.30239,817.1,10
振兴路,tertiary,22.78045,114.30211,814.4,11
吉祥路,tertiary,22.77715,114.29682,450.3,9
环坪路,tertiary,22.78727,114.29316,1085.6,47
环坪路,tertiary,22.78611,114.30343,300.5,12
环坪路,tertiary,22.7854,114.30382,483.3,18
环坪路,tertiary,22.78734,114.29319,1082.6,45
丁山河路,tertiary,22.78483,114.28878,331.8,8
丁山河路,tertiary,22.78484,114.28887,337.4,10
环坪路,tertiary,22.78518,114.28496,373.9,15
环坪路,tertiary,22.78592,114.28722,105.0,2
环坪路,tertiary,22.78586,114.28724,105.9,2
教育北路,tertiary,22.78397,114.29392,1673.3,56
塘桥西路,tertiary,22.78302,114.28728,308.3,11
塘桥东路,tertiary,22.78439,114.29148,456.6,15
塘桥,tertiary,22.78323,114.28896,98.5,4
塘桥,tertiary,22.78329,114.28893,98.7,4
塘桥东路,tertiary,22.78351,114.28961,20.7,2
丁山河路,tertiary,22.78358,114.28969,7.0,2
塘桥东路,tertiary,22.78357,114.28958,20.8,2
环坪路,tertiary,22.78515,114.28469,379.2,15
塘桥西路,tertiary,22.78365,114.28356,63.6,5
塘桥西路,tertiary,22.78334,114.28481,183.0,6
塘桥西路,tertiary,22.78328,114.28481,181.7,2
塘桥西路,tertiary,22.7836,114.28356,67.2,5
环坪路,secondary,22.7841,114.2834,88.9,9
环坪路,secondary,22.78402,114.28346,88.4,8
环坪路,secondary,22.77764,114.28325,57.7,5
环坪路,secondary,22.77762,114.28317,59.1,5
坪地环城西路,secondary,22.777,114.28334,138.8,6
坪地环城西路,secondary,22.77701,114.28343,139.7,6
教育路,tertiary,22.77212,114.29677,897.5,15
教育北路,tertiary,22.7761,114.295,17.1,3
吉祥三路,tertiary,22.77778,114.2911,525.3,15
吉祥二路,tertiary,22.77561,114.29157,53.1,4
吉祥二路,tertiary,22.77544,114.29088,74.2,2
吉祥二路,tertiary,22.77555,114.29151,53.9,5
吉祥二路,tertiary,22.77511,114.28841,328.3,8
吉祥二路,tertiary,22.77507,114.28854,328.0,10
盐龙大道,primary,22.77757,114.28373,631.5,12
盐龙大道,primary,22.77732,114.28341,623.4,12
盐龙大道,primary,22.77633,114.28093,52.4,3
盐龙大道,primary,22.77641,114.28083,53.1,3
兴华路,tertiary,22.77415,114.29857,1075.6,20
,tertiary,22.7768,114.29898,333.1,9
,tertiary,22.7768,114.29906,332.0,8
兴华路,tertiary,22.76702,114.2903,1168.2,31
兴华路,tertiary,22.76966,114.29431,51.3,2
,tertiary,22.76577,114.30065,152.8,5
,tertiary,22.76567,114.3006,162.6,4
教育南路,tertiary,22.76737,114.29975,395.2,10
教育路,tertiary,22.7688,114.29845,48.0,3
教育南路,tertiary,22.76685,114.30039,180.5,6
和平路,secondary,22.53573,114.11111,435.8,6
深南大道辅路,secondary,22.53873,114.02116,389.0,8
盐龙大道,primary,22.78488,114.30421,90.6,2
盐龙大道,primary,22.78498,114.30415,90.5,2
盐龙大道,primary,22.78804,114.31061,328.0,2
盐龙大道,primary,22.7884,114.31106,358.6,3
西园路,tertiary,22.77821,114.31601,271.4,16
人民南路,tertiary,22.76943,114.31338,960.4,15
人民南路,tertiary,22.77409,114.30818,333.0,9
英才路,tertiary,22.76711,114.31639,722.3,15
英才路,tertiary,22.767,114.31638,724.3,13
同心路,tertiary,22.76371,114.31577,67.2,4
同心路,tertiary,22.76365,114.31576,69.5,5
坪地环城南路,tertiary,22.75939,114.29854,94.0,7
坪地环城南路,tertiary,22.75947,114.29851,88.8,7
坪地环城南路,tertiary,22.7594,114.29786,39.8,3
坪地环城南路,tertiary,22.75948,114.29787,37.5,3
龙华大道,primary,22.60986,114.03665,522.7,9
玉龙路,primary,22.61483,114.03243,20.1,2
龙华大道,primary,22.61492,114.03248,11.1,2
玉龙路,primary,22.61491,114.03236,20.3,2
龙华大道,primary,22.61986,114.02917,646.6,19
民旺路,secondary,22.62339,114.02813,54.3,5
民治大道,primary,22.62409,114.03473,293.6,6
民清路,primary,22.64399,114.03407,324.3,6
东环一路,primary,22.647,114.03655,156.2,4
东环一路,primary,22.64595,114.03935,253.6,5
东环二路,secondary,22.65171,114.03996,464.0,11
龙环二路,secondary,22.66855,114.02109,26.7,4
清泉路,secondary,22.67467,114.02303,761.7,33
龙观大道,primary,22.67203,114.02564,261.5,7
华明路,secondary,22.67932,114.0192,337.1,4
刘屋围路,tertiary,22.68007,114.01765,9.0,2
刘屋围路,tertiary,22.68072,114.01671,322.8,11
华明路,secondary,22.67947,114.01878,333.8,5
清泉路,secondary,22.67505,114.02271,707.8,28
龙观大道,primary,22.67251,114.026,147.5,2
龙观大道,primary,22.66875,114.02098,32.3,4
油松路,tertiary,22.65068,114.04255,13.0,2
东环二路,secondary,22.65133,114.04064,404.2,7
东环一路,primary,22.64625,114.03886,226.4,5
东环一路,primary,22.64709,114.03659,148.5,7
民清路,primary,22.64643,114.03535,131.2,2
民治大道,primary,22.62351,114.03478,66.5,4
民宝路,secondary,22.62385,114.02412,13.3,2
民塘路,secondary,22.6245,114.02404,188.5,5
吉祥一路,tertiary,22.76865,114.2835,850.6,26
花园路,tertiary,22.76376,114.28365,462.4,12
坪地环城南路,tertiary,22.76099,114.2947,558.8,19
龙岗大道辅路,secondary,22.76209,114.2912,500.7,15
龙岗大道辅路,secondary,22.76292,114.2933,9.6,2
花园路,tertiary,22.76534,114.27989,432.7,10
花园路,tertiary,22.76297,114.28571,79.9,3
泥岗西路,primary,22.55937,114.08188,319.5,5
华富路,primary,22.55826,114.08162,35.8,2
笋岗西路,primary,22.55812,114.07997,127.8,3
笋岗西路,primary,22.5584,114.08146,50.8,2
华富路,primary,22.55828,114.08113,34.7,2
笋岗西路,primary,22.55814,114.08128,49.6,2
泥岗西路,primary,22.55857,114.08183,50.5,3
华富路,primary,22.55801,114.08094,39.4,3
笋岗西路,primary,22.55819,114.07309,94.1,2
笋岗西路,primary,22.55807,114.07309,94.1,2
笋岗西路,primary,22.55843,114.08697,78.6,2
笋岗西路,primary,22.5583,114.0871,78.3,3
布龙路,primary,22.66569,113.99392,47.7,3
布龙路,primary,22.66556,113.99378,47.5,5
科农路,primary,22.73142,113.93045,298.8,11
科农路,primary,22.73146,113.93061,325.3,11
科农路,primary,22.73298,113.92995,129.4,4
光明大道,primary,22.75671,113.93238,1090.6,12
光明大道,primary,22.75054,113.92792,639.4,11
凤举路,tertiary,22.7486,113.92491,396.4,10
光明大道,primary,22.74519,113.92423,501.8,10
同业路,tertiary,22.74016,113.92851,320.2,7
科农路,primary,22.74174,113.92418,583.8,9
光明大道,primary,22.74531,113.92456,499.4,11
科农路,primary,22.74349,113.92296,21.4,2
塘家南路,tertiary,22.73487,113.93284,26.3,4
塘家大道,tertiary,22.74191,113.92633,594.1,20
创投路,tertiary,22.74421,113.92838,50.7,5
凤举路,tertiary,22.74597,113.92676,369.1,12
创投路,tertiary,22.7455,113.9296,298.9,6
,tertiary,22.74122,113.93945,201.1,2
汇业路,tertiary,22.73897,113.93629,458.9,8
,tertiary,22.73683,113.93653,263.9,4
光侨路,primary,22.74075,113.94367,186.2,3
光侨路,primary,22.73912,113.94359,193.1,3
汇业路,tertiary,22.7377,113.94341,64.5,4
光源五路,tertiary,22.7402,113.93368,196.3,5
光明大道,primary,22.74796,113.92644,229.5,3
凤举路,tertiary,22.74717,113.92578,22.9,2
光明大道,primary,22.75071,113.92831,341.4,4
观光一级公路,primary,22.75155,113.92874,25.3,2
光源五路,tertiary,22.73923,113.93279,59.0,5
凤举路,tertiary,22.74265,113.92956,701.8,15
光源五路,tertiary,22.74389,113.93704,17.5,2
华繁路,secondary,22.66588,113.98627,11.3,2
龙峰三路,secondary,22.66592,113.9863,7.3,2
龙澜大道辅路,primary,22.66632,113.99462,109.2,2
华裕路,secondary,22.77155,113.92312,23.5,2
华裕路,secondary,22.77176,113.92307,23.7,2
华裕路,secondary,22.77154,113.92327,24.8,2
华裕路,secondary,22.77175,113.92322,22.9,2
光辉大道,secondary,22.77345,113.93919,246.6,3
光辉大道,secondary,22.77352,113.93742,60.9,3
光辉大道,secondary,22.77357,113.94329,615.4,12
光辉大道,secondary,22.77367,113.93749,60.4,3
科学大道,primary,22.77927,113.92144,194.6,2
科学大道,primary,22.77882,113.91603,661.9,13
科学大道,primary,22.7795,113.9213,200.7,2
华繁路,secondary,22.67555,113.98856,205.2,6
华旺路,secondary,22.6732,113.98565,520.7,15
华繁路,secondary,22.67532,113.98857,259.6,6
华旺路,secondary,22.67631,113.9882,8.3,2
华繁路,secondary,22.67633,113.98815,11.1,2
华旺路,secondary,22.67687,113.98944,375.5,9
华繁路,secondary,22.67638,113.98821,10.9,2
华旺路,secondary,22.6764,113.98816,8.6,2
布龙路辅路,secondary,22.67193,113.98534,109.9,9
布龙路辅路,secondary,22.67243,113.98454,76.1,9
华旺路,secondary,22.67218,113.98473,18.8,2
布龙路辅路,secondary,22.67223,113.98481,8.2,2
华旺路,secondary,22.67224,113.98487,7.9,2
恒安路,tertiary,22.62977,114.20919,860.9,19
布龙路辅路,secondary,22.66942,113.98983,84.9,7
布龙路辅路,secondary,22.66818,113.99128,6.9,2
龙澜大道辅路,secondary,22.66356,113.99257,423.9,5
龙澜大道辅路,secondary,22.66287,113.99226,413.0,8
中山园路,primary,22.57161,113.92876,56.5,2
同乐路,primary,22.57285,113.92835,256.7,8
同乐路,primary,22.57905,113.92523,39.7,3
打石一路,secondary,22.57922,113.92549,55.6,2
打石一路,secondary,22.57517,113.93991,998.7,20
创科路,secondary,22.57546,113.93416,46.1,4
沙福路,tertiary,22.71041,113.78269,838.4,14
滨江大道,secondary,22.71136,113.76351,307.2,7
滨江大道,secondary,22.70172,113.76523,50.0,4
滨江大道,secondary,22.70282,113.76496,440.6,12
滨江大道,secondary,22.7028,113.76488,444.1,12
,tertiary,22.70854,113.7639,54.8,8
正坦线,tertiary,22.70844,113.76362,22.0,4
,tertiary,22.70832,113.76391,49.9,8
滨江大道,secondary,22.70685,113.76445,260.2,17
滨江大道,secondary,22.70845,113.76405,64.4,3
滨江大道,secondary,22.70919,113.76392,116.4,3
滨江大道,secondary,22.70777,113.76467,448.6,27
,tertiary,22.66423,114.0027,127.4,4
乌石岗路,tertiary,22.66553,114.00199,129.2,3
龙澜大道辅路,secondary,22.66528,113.99385,43.7,3
龙澜大道辅路,secondary,22.66493,113.99359,36.6,2
龙澜大道辅路,secondary,22.66495,113.99384,10.1,2
龙澜大道辅路,secondary,22.66475,113.99369,43.4,2
白松路,secondary,22.61983,114.02489,83.8,7
白松三路,tertiary,22.6192,114.02596,164.9,5
深远北路,tertiary,22.62009,114.02634,124.2,4
白松二路,tertiary,22.62123,114.02564,203.0,7
白松路,tertiary,22.62062,114.02617,173.0,8
民塘路,secondary,22.62111,114.02466,369.0,10
民塘路,secondary,22.61988,114.0249,8.6,2
白松路,tertiary,22.62052,114.02614,191.6,7
科学大道,primary,22.78155,113.94237,653.7,16
光明大道,primary,22.78082,113.93924,19.3,2
光明大道,primary,22.78082,113.93929,19.8,2
科学大道,primary,22.78073,113.93928,10.5,2
科学大道,primary,22.7828,113.94536,18.7,2
,tertiary,22.78723,113.91722,315.4,4
楼村振兴路,secondary,22.79645,113.93129,469.7,12
华村路,tertiary,22.79469,113.93232,121.2,5
华村路,tertiary,22.79476,113.93228,119.3,5
楼村振兴路,secondary,22.79488,113.93257,8.2,2
华裕路,secondary,22.78257,113.91906,587.2,4
科学大道,primary,22.77868,113.91668,679.7,15
华裕路,secondary,22.7791,113.91959,31.4,2
光侨路,primary,22.7827,113.94528,5.2,2
科学大道,primary,22.78274,113.94537,22.2,2
科学大道,primary,22.78269,113.94493,83.2,5
光侨路,primary,22.78276,113.94528,8.1,2
光明大街,primary,22.76851,113.934,1078.3,37
光明大街,primary,22.7687,113.93401,1086.9,34
华夏路,primary,22.77101,113.92695,44.8,2
华夏路,primary,22.77098,113.92711,42.3,2
光明大街,primary,22.77065,113.92819,222.9,6
光明大街,primary,22.7705,113.92832,222.7,6
光辉大道,secondary,22.77408,113.92127,519.6,6
华裕路,secondary,22.77279,113.92282,232.5,5
光辉大道,secondary,22.77438,113.92054,501.2,4
华裕路,secondary,22.77402,113.92252,23.1,2
光明大街,primary,22.76301,113.94393,908.7,23
光明大道,primary,22.76603,113.93871,16.0,2
光明大道,primary,22.76586,113.9386,33.5,4
光明大街,primary,22.7659,113.93886,41.0,2
光明大道,primary,22.77348,113.94045,16.3,2
光辉大道,secondary,22.77342,113.94306,594.1,11
光辉大道,secondary,22.77341,113.94032,27.8,2
光明大道,primary,22.76873,113.93988,592.0,18
光明大道,primary,22.77349,113.94018,16.5,2
光辉大道,secondary,22.7736,113.93905,253.6,6
光辉大道,secondary,22.77356,113.94032,27.1,2
光明大道,primary,22.77788,113.93999,809.2,14
光明大街,primary,22.76601,113.9386,18.2,2
光明大道,primary,22.76286,113.93636,766.1,8
光明大街,primary,22.76613,113.93868,17.9,2
双明大道,primary,22.77112,113.92512,381.1,9
华夏路,primary,22.7665,113.92753,893.3,11
双明大道,primary,22.77066,113.92703,16.9,2
华夏路,primary,22.77072,113.92711,14.8,2
双明大道,primary,22.77144,113.92322,16.1,2
双明大道,primary,22.77164,113.91943,819.4,9
华裕路,secondary,22.76239,113.92626,2394.9,35
华裕路,secondary,22.77135,113.9233,16.8,2
绘猫路,tertiary,22.78194,113.9167,426.0,7
绘猫路,tertiary,22.78199,113.9184,33.1,2
河堤路,tertiary,22.78238,113.91206,13.1,2
河堤路,tertiary,22.78254,113.91203,21.7,2
光明大道,primary,22.77175,113.94027,128.3,2
光明大道,primary,22.7729,113.9402,120.4,3
光明大道,primary,22.77266,113.94045,150.6,4
光明大道,primary,22.77147,113.94046,127.6,2
华兴路,primary,22.68039,113.97685,44.3,2
华兴路,primary,22.67998,113.97583,187.4,10
华兴路,primary,22.68173,113.99033,38.6,4
金凤凰大道,tertiary,22.75087,114.1646,2793.0,50
白松三路,tertiary,22.61659,114.02128,23.9,2
龙海二路,primary,22.75603,114.41985,22.4,2
龙山一路,primary,22.75611,114.41996,17.6,2
,tertiary,22.76767,114.41508,406.4,13
秀沙路,tertiary,22.76956,114.39834,166.4,2
金凤凰大道,tertiary,22.7378,114.15488,67.3,2
金凤凰大道,tertiary,22.73787,114.15479,67.3,2
金凤凰大道,tertiary,22.73751,114.15453,32.1,3
金凤凰大道,tertiary,22.73747,114.15458,27.2,3
沿河路,tertiary,22.66054,114.00942,364.8,12
联达路,tertiary,22.66344,114.01578,181.5,2
沿河路,tertiary,22.66212,114.01442,96.6,8
联达路,tertiary,22.665,114.01575,162.2,2
沿河路,tertiary,22.66222,114.01508,59.3,4
沿河路,tertiary,22.66246,114.01555,55.9,4
春华路,tertiary,22.65779,114.00646,94.4,6
春华路,tertiary,22.65815,114.00592,13.7,2
上横朗路,primary,22.67965,113.97536,8.4,2
甘李二路,secondary,22.64715,114.11589,2359.2,59
甘李三路,tertiary,22.65201,114.11353,434.7,4
甘李二路,secondary,22.65096,114.10203,316.3,6
甘李二路,secondary,22.65088,114.10202,319.1,6
下李北路,tertiary,22.64721,114.12325,415.8,7
下李北路,tertiary,22.64554,114.12474,44.0,2
甘李二路,secondary,22.64738,114.1157,2353.6,58
甘李二路,secondary,22.64625,114.12685,907.2,34
李朗路,tertiary,22.6515,114.127,1155.5,32
友信路,tertiary,22.66219,114.12486,445.5,13
友信路,tertiary,22.66225,114.12479,445.4,14
李朗路,tertiary,22.65811,114.12693,353.7,7
李朗路,tertiary,22.66183,114.12672,195.3,8
李朗路,tertiary,22.66169,114.12684,195.2,8
李朗路,tertiary,22.6606,114.12699,99.3,3
李朗路,tertiary,22.6606,114.12706,100.1,3
李朗路,tertiary,22.6581,114.12701,356.4,7
甘李二路,secondary,22.64635,114.1275,847.9,32
朗致路,tertiary,22.68262,113.971,477.3,49
育才路,tertiary,22.67537,113.93998,32.2,8
育才路,tertiary,22.67481,113.94051,137.6,7
育才路,tertiary,22.67493,113.9405,130.2,11
顺达路,tertiary,22.67526,113.93987,54.9,14
顺达路,tertiary,22.67545,113.94007,35.6,3
顺达路,tertiary,22.67551,113.94004,28.7,6
,tertiary,22.63307,114.21328,128.4,14
华繁路,secondary,22.68372,113.98562,408.1,11
华兴路,primary,22.68131,113.98048,911.0,15
华繁路,secondary,22.68348,113.98553,407.4,9
华兴路,primary,22.68151,113.98571,9.0,2
华兴路,primary,22.6814,113.97913,502.7,16
华繁路,secondary,22.68156,113.98564,10.9,2
华兴路,primary,22.6816,113.98566,9.8,2
华繁路,secondary,22.68156,113.98573,10.3,3
望海路,primary,22.48854,113.93771,171.3,9
望海路,primary,22.48842,113.93772,164.2,10
华悦路,secondary,22.67333,113.99157,217.5,3
华荣路,primary,22.67396,113.99353,10.0,2
华悦路,secondary,22.67395,113.99363,17.5,2
华荣路,primary,22.67179,113.99474,464.0,22
华荣路,primary,22.67402,113.99369,10.4,2
华悦路,secondary,22.67728,113.99906,1305.6,30
华悦路,secondary,22.67404,113.9936,17.4,2
华荣路,primary,22.67962,113.99149,461.9,13
光明大道,primary,22.75153,113.92886,18.7,2
聚丰路,tertiary,22.76366,113.92132,2417.5,57
光电东路,tertiary,22.76938,113.92223,180.6,6
聚丰路,tertiary,22.76386,113.92129,2402.8,57
光明高新西路,tertiary,22.76064,113.91865,1260.4,25
光翠路,tertiary,22.76423,113.94,143.7,3
光翠路,tertiary,22.7629,113.93934,205.9,12
光翠路,tertiary,22.76296,113.93945,208.6,11
光姜线,tertiary,22.76589,113.94147,309.7,12
光姜线,tertiary,22.76706,113.94329,91.9,3
廣福道 Kwong Fuk Road,tertiary,22.44968,114.16474,4.1,2
廣福道 Kwong Fuk Road,tertiary,22.44969,114.16476,4.8,2
安富道 On Fu Road,tertiary,22.44926,114.16576,14.6,4
廣福道 Kwong Fuk Road,tertiary,22.44928,114.16555,72.1,6
廣福道 Kwong Fuk Road,tertiary,22.4495,114.16507,7.5,2
廣福道 Kwong Fuk Road,tertiary,22.44948,114.16506,8.3,2
廣福道 Kwong Fuk Road,tertiary,22.44889,114.16645,9.6,2
廣福道 Kwong Fuk Road,tertiary,22.44885,114.16644,9.6,2
廣福道 Kwong Fuk Road,tertiary,22.44912,114.16589,7.9,2
廣福道 Kwong Fuk Road,tertiary,22.44916,114.1658,14.3,4
廣福道 Kwong Fuk Road,tertiary,22.44897,114.16622,55.5,3
寶鄉街 Po Heung Street,secondary,22.4493,114.16688,5.0,2
廣福道 Kwong Fuk Road,secondary,22.44752,114.16941,49.6,3
廣福道 Kwong Fuk Road,secondary,22.44769,114.16904,25.8,2
廣福道 Kwong Fuk Road,secondary,22.44774,114.16889,7.5,2
廣福道 Kwong Fuk Road,secondary,22.44777,114.1689,8.5,2
廣福道 Kwong Fuk Road,secondary,22.44699,114.17057,8.6,2
廣福道 Kwong Fuk Road,secondary,22.44703,114.17058,8.4,2
廣福道 Kwong Fuk Road,secondary,22.44725,114.16999,109.3,11
廣福道 Kwong Fuk Road,secondary,22.44788,114.16855,14.5,2
廣福道 Kwong Fuk Road,secondary,22.44795,114.1686,16.4,2
廣福道 Kwong Fuk Road,secondary,22.44875,114.16685,24.2,3
廣福道 Kwong Fuk Road,secondary,22.44868,114.16681,22.8,3
廣福道 Kwong Fuk Road,secondary,22.44832,114.16779,12.5,3
廣福道 Kwong Fuk Road,secondary,22.44814,114.16819,78.2,4
廣福道 Kwong Fuk Road,secondary,22.44825,114.16776,12.7,3
廣福道 Kwong Fuk Road,secondary,22.44806,114.16819,77.5,6
廣福道 Kwong Fuk Road,secondary,22.44785,114.16879,25.2,6
廣福道 Kwong Fuk Road,secondary,22.44778,114.16875,27.3,7
廣福道 Kwong Fuk Road,secondary,22.44696,114.17092,60.7,4
廣福道 Kwong Fuk Road,secondary,22.44687,114.17092,62.9,5
廣福道 Kwong Fuk Road,secondary,22.44677,114.17135,46.9,3
廣福道 Kwong Fuk Road,secondary,22.44678,114.17189,30.5,3
廣福道 Kwong Fuk Road,secondary,22.44671,114.17169,12.3,2
廣福道 Kwong Fuk Road,secondary,22.44688,114.17126,14.6,3
华富支路,tertiary,22.5579,114.07937,58.8,3
南湾南新路,tertiary,22.60909,114.14066,38.4,5
南湾南新路,tertiary,22.6091,114.14082,27.5,5
椰风道,tertiary,22.51523,114.05491,30.6,2
椰风道,tertiary,22.51414,114.05544,57.7,5
福保一号隧道,tertiary,22.51474,114.05508,83.3,2
布龙路,primary,22.66433,113.99516,136.5,2
布龙路,primary,22.66388,113.99566,7.0,2
布龙路,primary,22.66341,113.99652,146.9,5
布龙路,primary,22.66387,113.996,7.3,2
杉坑内环路,tertiary,22.70057,114.1081,627.2,16
坪山大道,trunk,22.69227,114.33773,85.8,2
望桐新路,tertiary,22.59255,114.19072,8.1,2
望桐新路,tertiary,22.59245,114.19067,17.2,2
香蜜湖路辅路,primary,22.53749,114.0236,50.7,2
香蜜湖路,trunk,22.53244,114.02516,39.5,4
金康路,tertiary,22.7548,114.39635,340.4,17
金康路,tertiary,22.75768,114.3959,266.8,7
禾田路,tertiary,22.75559,114.40432,720.5,22
金康路,tertiary,22.7547,114.3963,339.2,16
滨河大道辅路,primary,22.53124,114.04108,63.9,2
滨河大道辅路,primary,22.53165,114.04658,183.7,3
,trunk,22.4951,113.94593,43.4,2
深圳灣公路大橋 Shenzhen Bay Bridge,motorway,22.48668,113.94745,24.6,2
深圳灣公路大橋 Shenzhen Bay Bridge,motorway,22.48859,113.94673,58.7,3
深圳灣公路大橋 Shenzhen Bay Bridge,motorway,22.48852,113.94658,58.8,3
深圳灣公路大橋 Shenzhen Bay Bridge,motorway,22.48864,113.94633,24.9,2
深圳灣公路大橋 Shenzhen Bay Bridge,motorway,22.48787,113.94676,133.4,4
深圳灣公路大橋 Shenzhen Bay Bridge,motorway,22.4786,113.95312,355.2,15
深圳灣公路大橋 Shenzhen Bay Bridge,motorway,22.4871,113.9472,87.0,5
龙胜路,secondary,22.65775,114.00508,262.6,20
龙胜路,secondary,22.65767,114.00501,259.4,21
龙胜路,secondary,22.65455,114.00678,19.2,2
龙胜路,secondary,22.65443,114.00677,18.9,2
民乐路,primary,22.61301,114.05328,452.9,17
白石龙路,secondary,22.60706,114.03838,65.0,5
龙华大道,primary,22.60729,114.03853,13.7,2
,tertiary,22.60773,114.03758,92.9,3
善水路,tertiary,22.77076,113.94715,196.3,6
善水路,tertiary,22.7717,113.94727,14.7,2
光侨路,primary,22.76386,113.94662,714.5,17
光侨路,primary,22.76727,113.94669,18.3,2
光侨路,primary,22.76409,113.94623,676.7,13
光侨路,primary,22.76738,113.94646,18.0,2
石清大道辅路,secondary,22.67721,114.03336,350.5,10
石清大道辅路,secondary,22.67749,114.03137,10.4,2
石清大道辅路,secondary,22.67776,114.03164,40.2,4
深圳灣公路大橋 Shenzhen Bay Bridge,motorway,22.48899,113.94634,56.0,4
港深西部公路 Kong Sham Western Highway,motorway,22.45167,113.97527,52.8,3
华荣路辅路,secondary,22.67569,113.99311,178.6,9
向荣路,secondary,22.63229,114.00661,73.9,8
向荣路,secondary,22.6323,114.00676,66.9,6
向荣路,secondary,22.63187,114.00613,112.5,5
向荣路,tertiary,22.63318,114.00755,150.7,11
向荣路,tertiary,22.6333,114.00741,166.3,9
向荣路,secondary,22.63441,114.0086,333.6,10
永顺街,tertiary,22.69378,114.0385,9.0,2
永顺街,tertiary,22.69372,114.0385,5.0,2
观澜大道,primary,22.69292,114.03579,427.1,13
茜坑路,tertiary,22.69066,114.0246,14.9,2
红玉路,tertiary,22.62089,114.02679,6.5,2
疏解通道,secondary,22.5629,114.49398,896.6,15
疏解通道,secondary,22.55975,114.49638,37.6,2
龙观大道,primary,22.66753,114.0193,365.5,10
龙观大道,primary,22.66663,114.01796,14.9,2
龙观大道,primary,22.6674,114.01932,352.0,3
龙观大道,primary,22.6665,114.01801,14.3,2
临龙路,secondary,22.63129,114.03531,779.5,27
临龙路,secondary,22.63125,114.03512,776.6,29
布梅路,tertiary,22.6319,114.03991,284.7,13
布梅路,tertiary,22.63194,114.04001,284.6,12
盐梅路,primary,22.59539,114.3014,162.6,6
盐梅路,primary,22.59535,114.30148,158.1,6
盐梅路,primary,22.59822,114.30433,105.6,5
盐梅路,primary,22.59827,114.30426,103.3,5
盐梅路,primary,22.59393,114.30068,83.3,5
盐梅路,primary,22.59403,114.30079,152.0,8
民愉路,tertiary,22.60837,114.04318,779.4,30
民塘路,secondary,22.59964,114.04137,71.7,4
松青路,tertiary,22.64764,114.03881,259.8,11
荔新路,tertiary,22.65684,114.01213,271.9,3
联康四路,tertiary,22.66292,114.01481,177.4,2
德政路,secondary,22.69552,113.96601,353.3,11
华宁路,primary,22.69668,113.97079,10.5,2
德政路,secondary,22.69514,113.96534,247.5,5
荣围路,tertiary,22.69367,113.98767,218.2,3
,tertiary,22.71058,114.05439,1050.8,9
华悦路,secondary,22.67263,113.98964,12.1,2
华繁路,secondary,22.67359,113.98934,190.0,4
华繁路,secondary,22.67002,113.98947,92.1,11
华昌路,secondary,22.67264,113.99933,57.5,10
华昌路,secondary,22.67249,113.99916,47.4,9
华英路,tertiary,22.48413,113.89066,674.5,25
华英路,tertiary,22.48312,113.89366,78.3,2
腾龙路,secondary,22.63566,114.01048,38.8,4
中梅路,secondary,22.62542,114.01366,61.3,11
中梅路,secondary,22.62567,114.01352,60.5,12
东长路,primary,22.74781,113.90888,102.4,3
东长路,primary,22.74729,113.90885,26.0,2
东长路,primary,22.74779,113.909,107.3,3
东长路,primary,22.74724,113.90897,28.8,2
东长路,primary,22.74597,113.90894,240.6,4
东长路,primary,22.74478,113.90911,49.7,2
东长路,primary,22.746,113.90905,221.0,4
东长路,primary,22.7449,113.90921,49.7,2
东长路,primary,22.75994,113.90917,240.3,2
东长路,primary,22.76157,113.90899,123.9,2
东长路,primary,22.75987,113.90902,218.3,2
东长路,primary,22.76141,113.90883,124.8,2
红枫路,tertiary,22.63382,114.02393,180.0,13
亚迪路,tertiary,22.63335,114.40997,278.0,10
亚迪路,tertiary,22.63482,114.40929,11.8,2
亚迪路,tertiary,22.63494,114.40925,17.8,3
亚迪路,tertiary,22.63496,114.40929,15.7,3
青朗公路 Tsing Long Highway,motorway,22.44596,114.04934,6.6,2
青朗公路 Tsing Long Highway,motorway,22.44589,114.04938,10.4,2
青朗公路 Tsing Long Highway,motorway,22.44443,114.05013,87.7,3
青朗公路 Tsing Long Highway,motorway,22.44478,114.04993,7.4,2
元朗公路 Yuen Long Highway,motorway,22.44907,114.04405,16.4,2
元朗公路 Yuen Long Highway,motorway,22.44892,114.04373,28.5,2
